Cause_of_death,Location,FIPS,Year,Mortality_rate
Chronic respiratory diseases,Alaska,2.0,2000,60.23
Chronic respiratory diseases,Arizona,4.0,2000,58.24
Chronic respiratory diseases,Arkansas,5.0,2000,62.11
Chronic respiratory diseases,California,6.0,2000,52.14
Chronic respiratory diseases,Colorado,8.0,2000,66.28
Chronic respiratory diseases,Connecticut,9.0,2000,47.47
Chronic respiratory diseases,Delaware,10.0,2000,54.37
Chronic respiratory diseases,District of Columbia,11.0,2000,39.81
Chronic respiratory diseases,Florida,12.0,2000,48.92
Chronic respiratory diseases,Georgia,13.0,2000,61.51
Chronic respiratory diseases,Hawaii,15.0,2000,33.13
Chronic respiratory diseases,Idaho,16.0,2000,61.50
Chronic respiratory diseases,Illinois,17.0,2000,50.46
Chronic respiratory diseases,Indiana,18.0,2000,64.22
Chronic respiratory diseases,Iowa,19.0,2000,53.56
Chronic respiratory diseases,Kansas,20.0,2000,60.60
Chronic respiratory diseases,Kentucky,21.0,2000,72.71
Chronic respiratory diseases,Louisiana,22.0,2000,55.39
Chronic respiratory diseases,Maine,23.0,2000,63.18
Chronic respiratory diseases,Maryland,24.0,2000,49.09
Chronic respiratory diseases,Massachusetts,25.0,2000,49.73
Chronic respiratory diseases,Michigan,26.0,2000,54.89
Chronic respiratory diseases,Minnesota,27.0,2000,47.75
Chronic respiratory diseases,Mississippi,28.0,2000,61.63
Chronic respiratory diseases,Missouri,29.0,2000,60.23
Chronic respiratory diseases,Montana,30.0,2000,69.51
Chronic respiratory diseases,Nebraska,31.0,2000,60.01
Chronic respiratory diseases,Nevada,32.0,2000,73.86
Chronic respiratory diseases,New Hampshire,33.0,2000,58.45
Chronic respiratory diseases,New Jersey,34.0,2000,43.83
Chronic respiratory diseases,New Mexico,35.0,2000,61.86
Chronic respiratory diseases,New York,36.0,2000,43.06
Chronic respiratory diseases,North Carolina,37.0,2000,57.48
Chronic respiratory diseases,North Dakota,38.0,2000,46.27
Chronic respiratory diseases,Ohio,39.0,2000,60.92
Chronic respiratory diseases,Oklahoma,40.0,2000,66.78
Chronic respiratory diseases,Oregon,41.0,2000,58.51
Chronic respiratory diseases,Pennsylvania,42.0,2000,53.09
Chronic respiratory diseases,Rhode Island,44.0,2000,47.57
Chronic respiratory diseases,South Carolina,45.0,2000,59.13
Chronic respiratory diseases,South Dakota,46.0,2000,52.36
Chronic respiratory diseases,Tennessee,47.0,2000,61.51
Chronic respiratory diseases,Texas,48.0,2000,55.38
Chronic respiratory diseases,Utah,49.0,2000,48.65
Chronic respiratory diseases,Vermont,50.0,2000,60.84
Chronic respiratory diseases,Virginia,51.0,2000,55.70
Chronic respiratory diseases,Washington,53.0,2000,57.38
Chronic respiratory diseases,West Virginia,54.0,2000,79.29
Chronic respiratory diseases,Wisconsin,55.0,2000,49.16
Chronic respiratory diseases,Wyoming,56.0,2000,75.97
Chronic respiratory diseases,United States,,2005,54.58
Chronic respiratory diseases,Alabama,1.0,2005,69.21
Chronic respiratory diseases,Alaska,2.0,2005,56.90
Chronic respiratory diseases,Arizona,4.0,2005,56.44
Chronic respiratory diseases,Arkansas,5.0,2005,65.31
Chronic respiratory diseases,California,6.0,2005,49.25
Chronic respiratory diseases,Colorado,8.0,2005,62.98
Chronic respiratory diseases,Connecticut,9.0,2005,46.02
Chronic respiratory diseases,Delaware,10.0,2005,54.75
Chronic respiratory diseases,District of Columbia,11.0,2005,35.65
Chronic respiratory diseases,Florida,12.0,2005,49.31
Chronic respiratory diseases,Georgia,13.0,2005,62.82
Chronic respiratory diseases,Hawaii,15.0,2005,30.91
Chronic respiratory diseases,Idaho,16.0,2005,61.44
Chronic respiratory diseases,Illinois,17.0,2005,50.98
Chronic respiratory diseases,Indiana,18.0,2005,66.99
Chronic respiratory diseases,Iowa,19.0,2005,55.68
Chronic respiratory diseases,Kansas,20.0,2005,62.58
Chronic respiratory diseases,Kentucky,21.0,2005,75.61
Chronic respiratory diseases,Louisiana,22.0,2005,57.56
Chronic respiratory diseases,Maine,23.0,2005,63.50
Chronic respiratory diseases,Maryland,24.0,2005,46.71
Chronic respiratory diseases,Massachusetts,25.0,2005,47.38
Chronic respiratory diseases,Michigan,26.0,2005,55.47
Chronic respiratory diseases,Minnesota,27.0,2005,47.77
Chronic respiratory diseases,Mississippi,28.0,2005,65.71
Chronic respiratory diseases,Missouri,29.0,2005,61.49
Chronic respiratory diseases,Montana,30.0,2005,69.31
Chronic respiratory diseases,Nebraska,31.0,2005,62.14
Chronic respiratory diseases,Nevada,32.0,2005,71.54
Chronic respiratory diseases,New Hampshire,33.0,2005,57.79
Chronic respiratory diseases,New Jersey,34.0,2005,42.84
Chronic respiratory diseases,New Mexico,35.0,2005,60.06
Chronic respiratory diseases,New York,36.0,2005,41.64
Chronic respiratory diseases,North Carolina,37.0,2005,59.27
Chronic respiratory diseases,North Dakota,38.0,2005,47.67
Chronic respiratory diseases,Ohio,39.0,2005,62.83
Chronic respiratory diseases,Oklahoma,40.0,2005,72.15
Chronic respiratory diseases,Oregon,41.0,2005,58.28
Chronic respiratory diseases,Pennsylvania,42.0,2005,52.37
Chronic respiratory diseases,Rhode Island,44.0,2005,48.52
Chronic respiratory diseases,South Carolina,45.0,2005,60.99
Chronic respiratory diseases,South Dakota,46.0,2005,54.36
Chronic respiratory diseases,Tennessee,47.0,2005,64.07
Chronic respiratory diseases,Texas,48.0,2005,55.03
Chronic respiratory diseases,Utah,49.0,2005,47.96
Chronic respiratory diseases,Vermont,50.0,2005,59.98
Chronic respiratory diseases,Virginia,51.0,2005,54.27
Chronic respiratory diseases,Washington,53.0,2005,55.71
Chronic respiratory diseases,West Virginia,54.0,2005,80.71
Chronic respiratory diseases,Wisconsin,55.0,2005,50.04
Chronic respiratory diseases,Wyoming,56.0,2005,75.50
Chronic respiratory diseases,United States,,2010,52.92
Chronic respiratory diseases,Alabama,1.0,2010,70.86
Chronic respiratory diseases,Alaska,2.0,2010,52.77
Chronic respiratory diseases,Arizona,4.0,2010,51.18
Chronic respiratory diseases,Arkansas,5.0,2010,66.44
Chronic respiratory diseases,California,6.0,2010,44.59
Chronic respiratory diseases,Colorado,8.0,2010,60.20
Chronic respiratory diseases,Connecticut,9.0,2010,42.74
Chronic respiratory diseases,Delaware,10.0,2010,52.35
Chronic respiratory diseases,District of Columbia,11.0,2010,32.47
Chronic respiratory diseases,Florida,12.0,2010,48.35
Chronic respiratory diseases,Georgia,13.0,2010,62.07
Chronic respiratory diseases,Hawaii,15.0,2010,28.82
Chronic respiratory diseases,Idaho,16.0,2010,58.80
Chronic respiratory diseases,Illinois,17.0,2010,49.58
Chronic respiratory diseases,Indiana,18.0,2010,67.46
Chronic respiratory diseases,Iowa,19.0,2010,55.72
Chronic respiratory diseases,Kansas,20.0,2010,61.88
Chronic respiratory diseases,Kentucky,21.0,2010,75.12
Chronic respiratory diseases,Louisiana,22.0,2010,57.32
Chronic respiratory diseases,Maine,23.0,2010,61.22
Chronic respiratory diseases,Maryland,24.0,2010,43.34
Chronic respiratory diseases,Massachusetts,25.0,2010,43.96
Chronic respiratory diseases,Michigan,26.0,2010,55.50
Chronic respiratory diseases,Minnesota,27.0,2010,47.10
Chronic respiratory diseases,Mississippi,28.0,2010,67.46
Chronic respiratory diseases,Missouri,29.0,2010,61.53
Chronic respiratory diseases,Montana,30.0,2010,65.61
Chronic respiratory diseases,Nebraska,31.0,2010,62.03
Chronic respiratory diseases,Nevada,32.0,2010,64.41
Chronic respiratory diseases,New Hampshire,33.0,2010,55.01
Chronic respiratory diseases,New Jersey,34.0,2010,40.81
Chronic respiratory diseases,New Mexico,35.0,2010,56.71
Chronic respiratory diseases,New York,36.0,2010,39.40
Chronic respiratory diseases,North Carolina,37.0,2010,58.86
Chronic respiratory diseases,North Dakota,38.0,2010,47.56
Chronic respiratory diseases,Ohio,39.0,2010,62.16
Chronic respiratory diseases,Oklahoma,40.0,2010,74.54
Chronic respiratory diseases,Oregon,41.0,2010,56.01
Chronic respiratory diseases,Pennsylvania,42.0,2010,50.00
Chronic respiratory diseases,Rhode Island,44.0,2010,47.20
Chronic respiratory diseases,South Carolina,45.0,2010,61.53
Chronic respiratory diseases,South Dakota,46.0,2010,53.64
Chronic respiratory diseases,Tennessee,47.0,2010,64.21
Chronic respiratory diseases,Texas,48.0,2010,53.75
Chronic respiratory diseases,Utah,49.0,2010,46.51
Chronic respiratory diseases,Vermont,50.0,2010,56.56
Chronic respiratory diseases,Virginia,51.0,2010,51.41
Chronic respiratory diseases,Washington,53.0,2010,51.89
Chronic respiratory diseases,West Virginia,54.0,2010,79.65
Chronic respiratory diseases,Wisconsin,55.0,2010,49.52
Chronic respiratory diseases,Wyoming,56.0,2010,72.42
Chronic respiratory diseases,United States,,2014,52.92
Chronic respiratory diseases,Alabama,1.0,2014,73.44
Chronic respiratory diseases,Alaska,2.0,2014,51.36
Chronic respiratory diseases,Arizona,4.0,2014,51.93
Chronic respiratory diseases,Arkansas,5.0,2014,69.63
Chronic respiratory diseases,California,6.0,2014,41.94
Chronic respiratory diseases,Colorado,8.0,2014,58.29
Chronic respiratory diseases,Connecticut,9.0,2014,43.87
Chronic respiratory diseases,Delaware,10.0,2014,51.72
Chronic respiratory diseases,District of Columbia,11.0,2014,30.21
Chronic respiratory diseases,Florida,12.0,2014,47.83
Chronic respiratory diseases,Georgia,13.0,2014,61.96
Chronic respiratory diseases,Hawaii,15.0,2014,27.76
Chronic respiratory diseases,Idaho,16.0,2014,58.60
Chronic respiratory diseases,Illinois,17.0,2014,50.37
Chronic respiratory diseases,Indiana,18.0,2014,69.55
Chronic respiratory diseases,Iowa,19.0,2014,57.88
Chronic respiratory diseases,Kansas,20.0,2014,63.30
Chronic respiratory diseases,Kentucky,21.0,2014,78.10
Chronic respiratory diseases,Louisiana,22.0,2014,58.99
Chronic respiratory diseases,Maine,23.0,2014,61.25
Chronic respiratory diseases,Maryland,24.0,2014,41.37
Chronic respiratory diseases,Massachusetts,25.0,2014,44.17
Chronic respiratory diseases,Michigan,26.0,2014,56.32
Chronic respiratory diseases,Minnesota,27.0,2014,47.34
Chronic respiratory diseases,Mississippi,28.0,2014,70.54
Chronic respiratory diseases,Missouri,29.0,2014,63.11
Chronic respiratory diseases,Montana,30.0,2014,65.52
Chronic respiratory diseases,Nebraska,31.0,2014,63.72
Chronic respiratory diseases,Nevada,32.0,2014,64.76
Chronic respiratory diseases,New Hampshire,33.0,2014,55.39
Chronic respiratory diseases,New Jersey,34.0,2014,40.01
Chronic respiratory diseases,New Mexico,35.0,2014,55.83
Chronic respiratory diseases,New York,36.0,2014,38.76
Chronic respiratory diseases,North Carolina,37.0,2014,60.34
Chronic respiratory diseases,North Dakota,38.0,2014,48.62
Chronic respiratory diseases,Ohio,39.0,2014,62.92
Chronic respiratory diseases,Oklahoma,40.0,2014,77.49
Chronic respiratory diseases,Oregon,41.0,2014,55.33
Chronic respiratory diseases,Pennsylvania,42.0,2014,49.98
Chronic respiratory diseases,Rhode Island,44.0,2014,47.24
Chronic respiratory diseases,South Carolina,45.0,2014,63.56
Chronic respiratory diseases,South Dakota,46.0,2014,54.44
Chronic respiratory diseases,Tennessee,47.0,2014,66.39
Chronic respiratory diseases,Texas,48.0,2014,52.93
Chronic respiratory diseases,Utah,49.0,2014,45.87
Chronic respiratory diseases,Vermont,50.0,2014,56.05
Chronic respiratory diseases,Virginia,51.0,2014,50.33
Chronic respiratory diseases,Washington,53.0,2014,50.73
Chronic respiratory diseases,West Virginia,54.0,2014,81.53
Chronic respiratory diseases,Wisconsin,55.0,2014,50.60
Chronic respiratory diseases,Wyoming,56.0,2014,71.66
Cirrhosis & other chronic ,United States,,1980,19.91
Cirrhosis & other chronic ,Alabama,1.0,1980,17.65
Cirrhosis & other chronic ,Alaska,2.0,1980,20.57
Cirrhosis & other chronic ,Arizona,4.0,1980,21.99
Cirrhosis & other chronic ,Arkansas,5.0,1980,15.07
Cirrhosis & other chronic ,California,6.0,1980,24.09
Cirrhosis & other chronic ,Colorado,8.0,1980,16.95
Cirrhosis & other chronic ,Connecticut,9.0,1980,20.29
Cirrhosis & other chronic ,Delaware,10.0,1980,20.74
Cirrhosis & other chronic ,District of Columbia,11.0,1980,62.72
Cirrhosis & other chronic ,Florida,12.0,1980,20.64
Cirrhosis & other chronic ,Georgia,13.0,1980,21.07
Cirrhosis & other chronic ,Hawaii,15.0,1980,14.18
Cirrhosis & other chronic ,Idaho,16.0,1980,13.77
Cirrhosis & other chronic ,Illinois,17.0,1980,20.47
Cirrhosis & other chronic ,Indiana,18.0,1980,15.16
Cirrhosis & other chronic ,Iowa,19.0,1980,11.27
Cirrhosis & other chronic ,Kansas,20.0,1980,13.23
Cirrhosis & other chronic ,Kentucky,21.0,1980,16.25
Cirrhosis & other chronic ,Louisiana,22.0,1980,19.71
Cirrhosis & other chronic ,Maine,23.0,1980,18.63
Cirrhosis & other chronic ,Maryland,24.0,1980,21.00
Cirrhosis & other chronic ,Massachusetts,25.0,1980,22.34
Cirrhosis & other chronic ,Michigan,26.0,1980,22.41
Cirrhosis & other chronic ,Minnesota,27.0,1980,13.42
Cirrhosis & other chronic ,Mississippi,28.0,1980,16.95
Cirrhosis & other chronic ,Missouri,29.0,1980,15.57
Cirrhosis & other chronic ,Montana,30.0,1980,17.18
Cirrhosis & other chronic ,Nebraska,31.0,1980,13.09
Cirrhosis & other chronic ,Nevada,32.0,1980,28.12
Cirrhosis & other chronic ,New Hampshire,33.0,1980,19.02
Cirrhosis & other chronic ,New Jersey,34.0,1980,23.88
Cirrhosis & other chronic ,New Mexico,35.0,1980,23.76
Cirrhosis & other chronic ,New York,36.0,1980,26.07
Cirrhosis & other chronic ,North Carolina,37.0,1980,17.98
Cirrhosis & other chronic ,North Dakota,38.0,1980,13.65
Cirrhosis & other chronic ,Ohio,39.0,1980,17.07
Cirrhosis & other chronic ,Oklahoma,40.0,1980,16.07
Cirrhosis & other chronic ,Oregon,41.0,1980,16.33
Cirrhosis & other chronic ,Pennsylvania,42.0,1980,20.46
Cirrhosis & other chronic ,Rhode Island,44.0,1980,20.72
Cirrhosis & other chronic ,South Carolina,45.0,1980,19.09
Cirrhosis & other chronic ,South Dakota,46.0,1980,16.18
Cirrhosis & other chronic ,Tennessee,47.0,1980,15.19
Cirrhosis & other chronic ,Texas,48.0,1980,18.31
Cirrhosis & other chronic ,Utah,49.0,1980,15.00
Cirrhosis & other chronic ,Vermont,50.0,1980,18.46
Cirrhosis & other chronic ,Virginia,51.0,1980,18.87
Cirrhosis & other chronic ,Washington,53.0,1980,16.21
Cirrhosis & other chronic ,West Virginia,54.0,1980,17.97
Cirrhosis & other chronic ,Wisconsin,55.0,1980,14.91
Cirrhosis & other chronic ,Wyoming,56.0,1980,17.47
Cirrhosis & other chronic ,United States,,1985,18.47
Cirrhosis & other chronic ,Alabama,1.0,1985,17.30
Cirrhosis & other chronic ,Alaska,2.0,1985,19.20
Cirrhosis & other chronic ,Arizona,4.0,1985,20.80
Cirrhosis & other chronic ,Arkansas,5.0,1985,14.80
Cirrhosis & other chronic ,California,6.0,1985,21.76
Cirrhosis & other chronic ,Colorado,8.0,1985,16.58
Cirrhosis & other chronic ,Connecticut,9.0,1985,18.45
Cirrhosis & other chronic ,Delaware,10.0,1985,19.02
Cirrhosis & other chronic ,District of Columbia,11.0,1985,51.19
Cirrhosis & other chronic ,Florida,12.0,1985,18.92
Cirrhosis & other chronic ,Georgia,13.0,1985,19.36
Cirrhosis & other chronic ,Hawaii,15.0,1985,13.81
Cirrhosis & other chronic ,Idaho,16.0,1985,13.46
Cirrhosis & other chronic ,Illinois,17.0,1985,18.63
Cirrhosis & other chronic ,Indiana,18.0,1985,14.67
Cirrhosis & other chronic ,Iowa,19.0,1985,10.94
Cirrhosis & other chronic ,Kansas,20.0,1985,13.17
Cirrhosis & other chronic ,Kentucky,21.0,1985,15.98
Cirrhosis & other chronic ,Louisiana,22.0,1985,18.72
Cirrhosis & other chronic ,Maine,23.0,1985,17.40
Cirrhosis & other chronic ,Maryland,24.0,1985,18.99
Cirrhosis & other chronic ,Massachusetts,25.0,1985,20.68
Cirrhosis & other chronic ,Michigan,26.0,1985,21.08
Cirrhosis & other chronic ,Minnesota,27.0,1985,12.88
Cirrhosis & other chronic ,Mississippi,28.0,1985,16.67
Cirrhosis & other chronic ,Missouri,29.0,1985,14.65
Cirrhosis & other chronic ,Montana,30.0,1985,16.84
Cirrhosis & other chronic ,Nebraska,31.0,1985,12.92
Cirrhosis & other chronic ,Nevada,32.0,1985,25.72
Cirrhosis & other chronic ,New Hampshire,33.0,1985,17.19
Cirrhosis & other chronic ,New Jersey,34.0,1985,21.73
Cirrhosis & other chronic ,New Mexico,35.0,1985,24.07
Cirrhosis & other chronic ,New York,36.0,1985,22.95
Cirrhosis & other chronic ,North Carolina,37.0,1985,16.94
Cirrhosis & other chronic ,North Dakota,38.0,1985,13.17
Cirrhosis & other chronic ,Ohio,39.0,1985,15.74
Cirrhosis & other chronic ,Oklahoma,40.0,1985,16.13
Cirrhosis & other chronic ,Oregon,41.0,1985,15.41
Cirrhosis & other chronic ,Pennsylvania,42.0,1985,18.51
Cirrhosis & other chronic ,Rhode Island,44.0,1985,18.68
Cirrhosis & other chronic ,South Carolina,45.0,1985,18.28
Cirrhosis & other chronic ,South Dakota,46.0,1985,15.65
Cirrhosis & other chronic ,Tennessee,47.0,1985,14.93
Cirrhosis & other chronic ,Texas,48.0,1985,17.88
Cirrhosis & other chronic ,Utah,49.0,1985,14.23
Cirrhosis & other chronic ,Vermont,50.0,1985,16.68
Cirrhosis & other chronic ,Virginia,51.0,1985,17.50
Cirrhosis & other chronic ,Washington,53.0,1985,15.50
Cirrhosis & other chronic ,West Virginia,54.0,1985,17.63
Cirrhosis & other chronic ,Wisconsin,55.0,1985,14.12
Cirrhosis & other chronic ,Wyoming,56.0,1985,17.34
Cirrhosis & other chronic ,United States,,1990,16.66
Cirrhosis & other chronic ,Alabama,1.0,1990,16.58
Cirrhosis & other chronic ,Alaska,2.0,1990,17.89
Cirrhosis & other chronic ,Arizona,4.0,1990,19.33
Cirrhosis & other chronic ,Arkansas,5.0,1990,14.38
Cirrhosis & other chronic ,California,6.0,1990,19.31
Cirrhosis & other chronic ,Colorado,8.0,1990,15.91
Cirrhosis & other chronic ,Connecticut,9.0,1990,16.27
Cirrhosis & other chronic ,Delaware,10.0,1990,17.07
Cirrhosis & other chronic ,District of Columbia,11.0,1990,43.62
Cirrhosis & other chronic ,Florida,12.0,1990,16.77
Cirrhosis & other chronic ,Georgia,13.0,1990,17.25
Cirrhosis & other chronic ,Hawaii,15.0,1990,12.90
Cirrhosis & other chronic ,Idaho,16.0,1990,12.97
Cirrhosis & other chronic ,Illinois,17.0,1990,18.10
Cirrhosis & other chronic ,Indiana,18.0,1990,13.74
Cirrhosis & other chronic ,Iowa,19.0,1990,10.33
Cirrhosis & other chronic ,Kansas,20.0,1990,12.72
Cirrhosis & other chronic ,Kentucky,21.0,1990,15.39
Cirrhosis & other chronic ,Louisiana,22.0,1990,17.38
Cirrhosis & other chronic ,Maine,23.0,1990,15.69
Cirrhosis & other chronic ,Maryland,24.0,1990,16.62
Cirrhosis & other chronic ,Massachusetts,25.0,1990,18.04
Cirrhosis & other chronic ,Michigan,26.0,1990,18.38
Cirrhosis & other chronic ,Minnesota,27.0,1990,11.86
Cirrhosis & other chronic ,Mississippi,28.0,1990,15.87
Cirrhosis & other chronic ,Missouri,29.0,1990,13.53
Cirrhosis & other chronic ,Montana,30.0,1990,16.14
Cirrhosis & other chronic ,Nebraska,31.0,1990,12.08
Cirrhosis & other chronic ,Nevada,32.0,1990,23.70
Cirrhosis & other chronic ,New Hampshire,33.0,1990,15.25
Cirrhosis & other chronic ,New Jersey,34.0,1990,18.02
Cirrhosis & other chronic ,New Mexico,35.0,1990,23.24
Cirrhosis & other chronic ,New York,36.0,1990,17.69
Cirrhosis & other chronic ,North Carolina,37.0,1990,15.86
Cirrhosis & other chronic ,North Dakota,38.0,1990,12.58
Cirrhosis & other chronic ,Ohio,39.0,1990,14.75
Cirrhosis & other chronic ,Oklahoma,40.0,1990,16.07
Cirrhosis & other chronic ,Oregon,41.0,1990,14.68
Cirrhosis & other chronic ,Pennsylvania,42.0,1990,16.70
Cirrhosis & other chronic ,Rhode Island,44.0,1990,16.72
Cirrhosis & other chronic ,South Carolina,45.0,1990,17.40
Cirrhosis & other chronic ,South Dakota,46.0,1990,14.93
Cirrhosis & other chronic ,Tennessee,47.0,1990,14.63
Cirrhosis & other chronic ,Texas,48.0,1990,17.26
Cirrhosis & other chronic ,Utah,49.0,1990,13.29
Cirrhosis & other chronic ,Vermont,50.0,1990,14.76
Cirrhosis & other chronic ,Virginia,51.0,1990,15.72
Cirrhosis & other chronic ,Washington,53.0,1990,14.17
Cirrhosis & other chronic ,West Virginia,54.0,1990,17.24
Cirrhosis & other chronic ,Wisconsin,55.0,1990,13.10
Cirrhosis & other chronic ,Wyoming,56.0,1990,16.97
Cirrhosis & other chronic ,United States,,1995,15.55
Cirrhosis & other chronic ,Alabama,1.0,1995,16.54
Cirrhosis & other chronic ,Alaska,2.0,1995,17.00
Cirrhosis & other chronic ,Arizona,4.0,1995,18.54
Cirrhosis & other chronic ,Arkansas,5.0,1995,14.33
Cirrhosis & other chronic ,California,6.0,1995,16.99
Cirrhosis & other chronic ,Colorado,8.0,1995,15.40
Cirrhosis & other chronic ,Connecticut,9.0,1995,15.27
Cirrhosis & other chronic ,Delaware,10.0,1995,15.80
Cirrhosis & other chronic ,District of Columbia,11.0,1995,31.65
Cirrhosis & other chronic ,Florida,12.0,1995,15.99
Cirrhosis & other chronic ,Georgia,13.0,1995,16.08
Cirrhosis & other chronic ,Hawaii,15.0,1995,12.69
Cirrhosis & other chronic ,Idaho,16.0,1995,12.87
Cirrhosis & other chronic ,Illinois,17.0,1995,15.76
Cirrhosis & other chronic ,Indiana,18.0,1995,13.58
Cirrhosis & other chronic ,Iowa,19.0,1995,10.16
Cirrhosis & other chronic ,Kansas,20.0,1995,12.89
Cirrhosis & other chronic ,Kentucky,21.0,1995,15.30
Cirrhosis & other chronic ,Louisiana,22.0,1995,16.68
Cirrhosis & other chronic ,Maine,23.0,1995,14.89
Cirrhosis & other chronic ,Maryland,24.0,1995,15.17
Cirrhosis & other chronic ,Massachusetts,25.0,1995,16.59
Cirrhosis & other chronic ,Michigan,26.0,1995,16.46
Cirrhosis & other chronic ,Minnesota,27.0,1995,11.37
Cirrhosis & other chronic ,Mississippi,28.0,1995,15.84
Cirrhosis & other chronic ,Missouri,29.0,1995,13.28
Cirrhosis & other chronic ,Montana,30.0,1995,16.00
Cirrhosis & other chronic ,Nebraska,31.0,1995,12.04
Cirrhosis & other chronic ,Nevada,32.0,1995,22.20
Cirrhosis & other chronic ,New Hampshire,33.0,1995,14.23
Cirrhosis & other chronic ,New Jersey,34.0,1995,15.99
Cirrhosis & other chronic ,New Mexico,35.0,1995,23.56
Cirrhosis & other chronic ,New York,36.0,1995,14.81
Cirrhosis & other chronic ,North Carolina,37.0,1995,15.16
Cirrhosis & other chronic ,North Dakota,38.0,1995,12.38
Cirrhosis & other chronic ,Ohio,39.0,1995,14.22
Cirrhosis & other chronic ,Oklahoma,40.0,1995,16.52
Cirrhosis & other chronic ,Oregon,41.0,1995,14.57
Cirrhosis & other chronic ,Pennsylvania,42.0,1995,15.68
Cirrhosis & other chronic ,Rhode Island,44.0,1995,16.25
Cirrhosis & other chronic ,South Carolina,45.0,1995,16.99
Cirrhosis & other chronic ,South Dakota,46.0,1995,14.76
Cirrhosis & other chronic ,Tennessee,47.0,1995,14.60
Cirrhosis & other chronic ,Texas,48.0,1995,17.15
Cirrhosis & other chronic ,Utah,49.0,1995,12.83
Cirrhosis & other chronic ,Vermont,50.0,1995,13.65
Cirrhosis & other chronic ,Virginia,51.0,1995,14.75
Cirrhosis & other chronic ,Washington,53.0,1995,13.72
Cirrhosis & other chronic ,West Virginia,54.0,1995,17.24
Cirrhosis & other chronic ,Wisconsin,55.0,1995,12.44
Cirrhosis & other chronic ,Wyoming,56.0,1995,17.15
Cirrhosis & other chronic ,United States,,2000,15.30
Cirrhosis & other chronic ,Alabama,1.0,2000,17.19
Cirrhosis & other chronic ,Alaska,2.0,2000,17.18
Cirrhosis & other chronic ,Arizona,4.0,2000,18.84
Cirrhosis & other chronic ,Arkansas,5.0,2000,14.91
Cirrhosis & other chronic ,California,6.0,2000,16.46
Cirrhosis & other chronic ,Colorado,8.0,2000,15.89
Cirrhosis & other chronic ,Connecticut,9.0,2000,14.55
Cirrhosis & other chronic ,Delaware,10.0,2000,15.51
Cirrhosis & other chronic ,District of Columbia,11.0,2000,23.91
Cirrhosis & other chronic ,Florida,12.0,2000,15.98
Cirrhosis & other chronic ,Georgia,13.0,2000,15.77
Cirrhosis & other chronic ,Hawaii,15.0,2000,13.10
Cirrhosis & other chronic ,Idaho,16.0,2000,13.46
Cirrhosis & other chronic ,Illinois,17.0,2000,14.56
Cirrhosis & other chronic ,Indiana,18.0,2000,13.73
Cirrhosis & other chronic ,Iowa,19.0,2000,10.32
Cirrhosis & other chronic ,Kansas,20.0,2000,13.39
Cirrhosis & other chronic ,Kentucky,21.0,2000,15.61
Cirrhosis & other chronic ,Louisiana,22.0,2000,16.73
Cirrhosis & other chronic ,Maine,23.0,2000,14.58
Cirrhosis & other chronic ,Maryland,24.0,2000,14.12
Cirrhosis & other chronic ,Massachusetts,25.0,2000,15.65
Cirrhosis & other chronic ,Michigan,26.0,2000,15.67
Cirrhosis & other chronic ,Minnesota,27.0,2000,11.34
Cirrhosis & other chronic ,Mississippi,28.0,2000,16.35
Cirrhosis & other chronic ,Missouri,29.0,2000,13.18
Cirrhosis & other chronic ,Montana,30.0,2000,16.46
Cirrhosis & other chronic ,Nebraska,31.0,2000,12.11
Cirrhosis & other chronic ,Nevada,32.0,2000,22.40
Cirrhosis & other chronic ,New Hampshire,33.0,2000,13.46
Cirrhosis & other chronic ,New Jersey,34.0,2000,14.73
Cirrhosis & other chronic ,New Mexico,35.0,2000,24.76
Cirrhosis & other chronic ,New York,36.0,2000,12.92
Cirrhosis & other chronic ,North Carolina,37.0,2000,15.27
Cirrhosis & other chronic ,North Dakota,38.0,2000,12.60
Cirrhosis & other chronic ,Ohio,39.0,2000,14.12
Cirrhosis & other chronic ,Oklahoma,40.0,2000,17.38
Cirrhosis & other chronic ,Oregon,41.0,2000,15.11
Cirrhosis & other chronic ,Pennsylvania,42.0,2000,15.10
Cirrhosis & other chronic ,Rhode Island,44.0,2000,15.66
Cirrhosis & other chronic ,South Carolina,45.0,2000,17.54
Cirrhosis & other chronic ,South Dakota,46.0,2000,15.22
Cirrhosis & other chronic ,Tennessee,47.0,2000,15.46
Cirrhosis & other chronic ,Texas,48.0,2000,17.51
Cirrhosis & other chronic ,Utah,49.0,2000,12.83
Cirrhosis & other chronic ,Vermont,50.0,2000,12.84
Cirrhosis & other chronic ,Virginia,51.0,2000,14.41
Cirrhosis & other chronic ,Washington,53.0,2000,13.96
Cirrhosis & other chronic ,West Virginia,54.0,2000,17.84
Cirrhosis & other chronic ,Wisconsin,55.0,2000,12.49
Cirrhosis & other chronic ,Wyoming,56.0,2000,17.52
Cirrhosis & other chronic ,United States,,2005,16.25
Cirrhosis & other chronic ,Alabama,1.0,2005,19.44
Cirrhosis & other chronic ,Alaska,2.0,2005,18.44
Cirrhosis & other chronic ,Arizona,4.0,2005,20.59
Cirrhosis & other chronic ,Arkansas,5.0,2005,16.83
Cirrhosis & other chronic ,California,6.0,2005,17.08
Cirrhosis & other chronic ,Colorado,8.0,2005,17.46
Cirrhosis & other chronic ,Connecticut,9.0,2005,14.82
